,Position,Track Name,Streams,Chart Start Date,Chart End Date,Album Name,Release Date,Artist,Features,Song Duration(ms),Explicit,Url
704,15, i n t e r l u d e by J. Cole ,"20,117,260",2021-05-14,2021-05-21,The Off-Season,2021-05-14,J. Cole,None,133021,True,https://open.spotify.com/track/08LwMWf5Tcfsd752EPzFV0
705,16, Save Your Tears (with Ariana Grande) (Remix) by The Weeknd ,"19,905,105",2021-05-14,2021-05-21,Save Your Tears (Remix),2021-04-23,The Weeknd,Ariana Grande,191013,False,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
706,17, drivers license by Olivia Rodrigo ,"19,833,615",2021-05-14,2021-05-21,SOUR,2021-05-21,Olivia Rodrigo,None,242013,True,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
707,18, 9 5 . s o u t h by J. Cole ,"19,610,820",2021-05-14,2021-05-21,The Off-Season,2021-05-14,J. Cole,None,196946,True,https://open.spotify.com/track/5R691ipUYRDYW6ehapjoj6
708,19," AM by Nio Garcia, Flow La Movie ","19,361,444",2021-05-14,2021-05-21,AM,2021-01-28,Nio Garcia,Flow La Movie,182496,True,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
709,20," Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo] by Tion Wayne, Russ Millions ","18,311,771",2021-05-14,2021-05-21,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",2021-04-22,Tion Wayne,"Russ Millions,ArrDee,E1 (3x3),ZT (3x3),Bugzy Malone,Buni,Fivio Foreign,Darkoo",278085,True,https://open.spotify.com/track/6uvMKqNlrSvcC4NaKnrwjZ
710,21," Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit by Riton, Nightcrawlers ","17,639,674",2021-05-14,2021-05-21,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],2021-01-15,Riton,"Nightcrawlers,Mufasa & Hypeman,Dopamine",169153,False,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
711,22, Your Power by Billie Eilish ,"17,553,439",2021-05-14,2021-05-21,Happier Than Ever,2021-07-30,Billie Eilish,None,245896,False,https://open.spotify.com/track/5qNh5WtzMbfpSj2jLlBkoD
712,23, Blinding Lights by The Weeknd ,"17,308,057",2021-05-14,2021-05-21,After Hours,2020-03-20,The Weeknd,None,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
713,24, Heartbreak Anniversary by Giveon ,"16,652,106",2021-05-14,2021-05-21,TAKE TIME,2020-03-27,Giveon,None,198370,False,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
714,25, a p p l y i n g . p r e s s u r e by J. Cole ,"15,967,986",2021-05-14,2021-05-21,The Off-Season,2021-05-14,J. Cole,None,177337,True,https://open.spotify.com/track/1d7q712nXjG98HiwHk7HFS
715,26, telepatía by Kali Uchis ,"15,691,300",2021-05-14,2021-05-21,Sin Miedo (del Amor y Otros Demonios) ∞,2020-12-04,Kali Uchis,None,160191,False,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
716,27, l e t . g o . m y . h a n d (with Bas & 6LACK) by J. Cole ,"15,408,703",2021-05-14,2021-05-21,The Off-Season,2021-05-14,J. Cole,"Bas,6LACK",266291,True,https://open.spotify.com/track/0GAyuCo975IHGxxiLKDufB
717,28, The Business by Tiësto ,"15,351,555",2021-05-14,2021-05-21,The Business,2020-09-16,Tiësto,None,164000,False,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
718,29," DÁKITI by Bad Bunny, Jhay Cortez ","15,217,757",2021-05-14,2021-05-21,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,Jhay Cortez,205090,True,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
719,30, 1 0 0 . m i l ‘ (with Bas) by J. Cole ,"15,171,655",2021-05-14,2021-05-21,The Off-Season,2021-05-14,J. Cole,Bas,163302,True,https://open.spotify.com/track/4n6NDfYake476trCjJRNl0
720,1, MONTERO (Call Me By Your Name) by Lil Nas X ,"43,223,596",2021-05-07,2021-05-14,MONTERO (Call Me By Your Name),2021-03-31,Lil Nas X,None,137875,True,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
721,2, Peaches (feat. Daniel Caesar & Giveon) by Justin Bieber ,"39,114,724",2021-05-07,2021-05-14,Justice,2021-03-19,Justin Bieber,"Daniel Caesar,Giveon",198081,True,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
722,3, Kiss Me More (feat. SZA) by Doja Cat ,"36,492,185",2021-05-07,2021-05-14,Kiss Me More (feat. SZA),2021-04-09,Doja Cat,SZA,208866,True,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
723,4, Levitating (feat. DaBaby) by Dua Lipa ,"29,239,983",2021-05-07,2021-05-14,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
724,5, Astronaut In The Ocean by Masked Wolf ,"25,376,314",2021-05-07,2021-05-14,Astronomical,2021-09-10,Masked Wolf,None,132780,True,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
725,6," Leave The Door Open by Bruno Mars, Anderson .Paak, Silk Sonic ","24,895,348",2021-05-07,2021-05-14,Leave The Door Open,2021-03-05,Bruno Mars,"Anderson .Paak,Silk Sonic",242096,False,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
726,7," Fiel by Los Legendarios, Wisin, Jhay Cortez ","23,380,965",2021-05-07,2021-05-14,Los Legendarios 001,2021-02-04,Los Legendarios,"Wisin,Jhay Cortez",261665,False,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
727,8, RAPSTAR by Polo G ,"22,982,223",2021-05-07,2021-05-14,RAPSTAR,2021-04-09,Polo G,None,165925,True,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
728,9, Your Power by Billie Eilish ,"22,582,562",2021-05-07,2021-05-14,Happier Than Ever,2021-07-30,Billie Eilish,None,245896,False,https://open.spotify.com/track/5qNh5WtzMbfpSj2jLlBkoD
729,10," Pareja Del Año by Sebastian Yatra, Myke Towers ","21,772,431",2021-05-07,2021-05-14,Pareja Del Año,2021-04-16,Sebastian Yatra,Myke Towers,195053,False,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
730,11, Save Your Tears (with Ariana Grande) (Remix) by The Weeknd ,"21,717,022",2021-05-07,2021-05-14,Save Your Tears (Remix),2021-04-23,The Weeknd,Ariana Grande,191013,False,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
731,12, deja vu by Olivia Rodrigo ,"20,976,757",2021-05-07,2021-05-14,SOUR,2021-05-21,Olivia Rodrigo,None,215506,True,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
732,13," AM by Nio Garcia, Flow La Movie ","19,112,522",2021-05-07,2021-05-14,AM,2021-01-28,Nio Garcia,Flow La Movie,182496,True,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
733,14, drivers license by Olivia Rodrigo ,"18,993,754",2021-05-07,2021-05-14,SOUR,2021-05-21,Olivia Rodrigo,None,242013,True,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
734,15," Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit by Riton, Nightcrawlers ","18,527,417",2021-05-07,2021-05-14,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],2021-01-15,Riton,"Nightcrawlers,Mufasa & Hypeman,Dopamine",169153,False,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
735,16, Blinding Lights by The Weeknd ,"18,130,989",2021-05-07,2021-05-14,After Hours,2020-03-20,The Weeknd,None,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
736,17," Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo] by Tion Wayne, Russ Millions ","17,802,950",2021-05-07,2021-05-14,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",2021-04-22,Tion Wayne,"Russ Millions,ArrDee,E1 (3x3),ZT (3x3),Bugzy Malone,Buni,Fivio Foreign,Darkoo",278085,True,https://open.spotify.com/track/6uvMKqNlrSvcC4NaKnrwjZ
737,18, Heartbreak Anniversary by Giveon ,"17,476,239",2021-05-07,2021-05-14,TAKE TIME,2020-03-27,Giveon,None,198370,False,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
738,19, Miss The Rage (feat. Playboi Carti) by Trippie Redd ,"17,348,179",2021-05-07,2021-05-14,Miss The Rage (feat. Playboi Carti),2021-05-07,Trippie Redd,Playboi Carti,236883,True,https://open.spotify.com/track/2BITQ360Knh6qNAOqR7Dyq
739,20, telepatía by Kali Uchis ,"16,887,648",2021-05-07,2021-05-14,Sin Miedo (del Amor y Otros Demonios) ∞,2020-12-04,Kali Uchis,None,160191,False,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
740,21, i n t e r l u d e by J. Cole ,"16,857,118",2021-05-07,2021-05-14,The Off-Season,2021-05-14,J. Cole,None,133021,True,https://open.spotify.com/track/2gyYjQWXKxemhAyMPgctIx
741,22," Botella Tras Botella by Gera MX, Christian Nodal ","16,515,094",2021-05-07,2021-05-14,Botella Tras Botella,2021-04-23,Gera MX,Christian Nodal,197333,False,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
742,23, The Business by Tiësto ,"16,418,072",2021-05-07,2021-05-14,The Business,2020-09-16,Tiësto,None,164000,False,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
743,24," DÁKITI by Bad Bunny, Jhay Cortez ","16,123,125",2021-05-07,2021-05-14,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,Jhay Cortez,205090,True,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
744,25, Runaway by AURORA ,"15,282,614",2021-05-07,2021-05-14,All My Demons Greeting Me As A Friend (Deluxe),2016-03-11,AURORA,None,248826,False,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
745,26, Hold On by Justin Bieber ,"14,141,095",2021-05-07,2021-05-14,Justice,2021-03-19,Justin Bieber,None,170813,False,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
746,27, Save Your Tears by The Weeknd ,"13,869,923",2021-05-07,2021-05-14,After Hours,2020-03-20,The Weeknd,None,215626,True,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
747,28, Up by Cardi B ,"13,434,554",2021-05-07,2021-05-14,Up (Instrumental),2021-02-04,Cardi B,None,156944,True,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
748,29, Mood (feat. iann dior) by 24kGoldn ,"12,903,142",2021-05-07,2021-05-14,El Dorado,2021-03-26,24kGoldn,iann dior,140533,True,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
749,30, Heat Waves by Glass Animals ,"12,659,375",2021-05-07,2021-05-14,Dreamland (+ Bonus Levels),2020-08-06,Glass Animals,None,238805,False,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
750,1, MONTERO (Call Me By Your Name) by Lil Nas X ,"46,541,909",2021-04-30,2021-05-07,MONTERO (Call Me By Your Name),2021-03-31,Lil Nas X,None,137875,True,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
751,2, Peaches (feat. Daniel Caesar & Giveon) by Justin Bieber ,"41,719,872",2021-04-30,2021-05-07,Justice,2021-03-19,Justin Bieber,"Daniel Caesar,Giveon",198081,True,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
752,3, Kiss Me More (feat. SZA) by Doja Cat ,"34,664,284",2021-04-30,2021-05-07,Kiss Me More (feat. SZA),2021-04-09,Doja Cat,SZA,208866,True,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
753,4, Your Power by Billie Eilish ,"32,938,716",2021-04-30,2021-05-07,Happier Than Ever,2021-07-30,Billie Eilish,None,245896,False,https://open.spotify.com/track/5qNh5WtzMbfpSj2jLlBkoD
754,5, Levitating (feat. DaBaby) by Dua Lipa ,"28,581,586",2021-04-30,2021-05-07,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
755,6, Astronaut In The Ocean by Masked Wolf ,"26,918,334",2021-04-30,2021-05-07,Astronomical,2021-09-10,Masked Wolf,None,132780,True,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
756,7," Leave The Door Open by Bruno Mars, Anderson .Paak, Silk Sonic ","25,641,105",2021-04-30,2021-05-07,Leave The Door Open,2021-03-05,Bruno Mars,"Anderson .Paak,Silk Sonic",242096,False,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
757,8, RAPSTAR by Polo G ,"25,342,935",2021-04-30,2021-05-07,RAPSTAR,2021-04-09,Polo G,None,165925,True,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
758,9, Save Your Tears (with Ariana Grande) (Remix) by The Weeknd ,"24,068,955",2021-04-30,2021-05-07,Save Your Tears (Remix),2021-04-23,The Weeknd,Ariana Grande,191013,False,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
759,10," Fiel by Los Legendarios, Wisin, Jhay Cortez ","23,965,145",2021-04-30,2021-05-07,Los Legendarios 001,2021-02-04,Los Legendarios,"Wisin,Jhay Cortez",261665,False,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
760,11, deja vu by Olivia Rodrigo ,"21,765,571",2021-04-30,2021-05-07,SOUR,2021-05-21,Olivia Rodrigo,None,215506,True,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
761,12," Pareja Del Año by Sebastian Yatra, Myke Towers ","20,899,730",2021-04-30,2021-05-07,Pareja Del Año,2021-04-16,Sebastian Yatra,Myke Towers,195053,False,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
762,13, drivers license by Olivia Rodrigo ,"19,895,667",2021-04-30,2021-05-07,SOUR,2021-05-21,Olivia Rodrigo,None,242013,True,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
763,14, Heartbreak Anniversary by Giveon ,"19,220,863",2021-04-30,2021-05-07,TAKE TIME,2020-03-27,Giveon,None,198370,False,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
764,15," Botella Tras Botella by Gera MX, Christian Nodal ","18,675,665",2021-04-30,2021-05-07,Botella Tras Botella,2021-04-23,Gera MX,Christian Nodal,197333,False,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
765,16," Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit by Riton, Nightcrawlers ","18,551,653",2021-04-30,2021-05-07,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],2021-01-15,Riton,"Nightcrawlers,Mufasa & Hypeman,Dopamine",169153,False,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
766,17," AM by Nio Garcia, Flow La Movie ","18,500,906",2021-04-30,2021-05-07,AM,2021-01-28,Nio Garcia,Flow La Movie,182496,True,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
767,18, Blinding Lights by The Weeknd ,"18,361,347",2021-04-30,2021-05-07,After Hours,2020-03-20,The Weeknd,None,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
768,19, telepatía by Kali Uchis ,"17,979,938",2021-04-30,2021-05-07,Sin Miedo (del Amor y Otros Demonios) ∞,2020-12-04,Kali Uchis,None,160191,False,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
769,20," DÁKITI by Bad Bunny, Jhay Cortez ","17,233,511",2021-04-30,2021-05-07,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,Jhay Cortez,205090,True,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
770,21, The Business by Tiësto ,"16,758,242",2021-04-30,2021-05-07,The Business,2020-09-16,Tiësto,None,164000,False,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
771,22, Runaway by AURORA ,"16,701,677",2021-04-30,2021-05-07,All My Demons Greeting Me As A Friend (Deluxe),2016-03-11,AURORA,None,248826,False,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
772,23, Hold On by Justin Bieber ,"15,399,104",2021-04-30,2021-05-07,Justice,2021-03-19,Justin Bieber,None,170813,False,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
773,24, Save Your Tears by The Weeknd ,"14,773,311",2021-04-30,2021-05-07,After Hours,2020-03-20,The Weeknd,None,215626,True,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
774,25, Up by Cardi B ,"14,440,018",2021-04-30,2021-05-07,Up (Instrumental),2021-02-04,Cardi B,None,156944,True,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
775,26, Mood (feat. iann dior) by 24kGoldn ,"13,425,883",2021-04-30,2021-05-07,El Dorado,2021-03-26,24kGoldn,iann dior,140533,True,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
776,27, Arcade by Duncan Laurence ,"13,101,618",2021-04-30,2021-05-07,Small Town Boy (Track By Track),2020-11-12,Duncan Laurence,None,185146,False,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
777,28, Heat Waves by Glass Animals ,"12,988,536",2021-04-30,2021-05-07,Dreamland (+ Bonus Levels),2020-08-06,Glass Animals,None,238805,False,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
778,29," Bandido by Myke Towers, Juhn ","12,793,092",2021-04-30,2021-05-07,Bandido,2020-12-10,Myke Towers,Juhn,232853,False,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
779,30, Streets by Doja Cat ,"12,707,455",2021-04-30,2021-05-07,Hot Pink,2019-11-07,Doja Cat,None,226986,True,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
780,1, MONTERO (Call Me By Your Name) by Lil Nas X ,"50,055,276",2021-04-23,2021-04-30,MONTERO (Call Me By Your Name),2021-03-31,Lil Nas X,None,137875,True,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
781,2, Peaches (feat. Daniel Caesar & Giveon) by Justin Bieber ,"44,397,198",2021-04-23,2021-04-30,Justice,2021-03-19,Justin Bieber,"Daniel Caesar,Giveon",198081,True,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
782,3, Kiss Me More (feat. SZA) by Doja Cat ,"30,634,588",2021-04-23,2021-04-30,Kiss Me More (feat. SZA),2021-04-09,Doja Cat,SZA,208866,True,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
783,4, Astronaut In The Ocean by Masked Wolf ,"28,033,550",2021-04-23,2021-04-30,Astronomical,2021-09-10,Masked Wolf,None,132780,True,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
784,5, Save Your Tears (with Ariana Grande) (Remix) by The Weeknd ,"27,611,013",2021-04-23,2021-04-30,Save Your Tears (Remix),2021-04-23,The Weeknd,Ariana Grande,191013,False,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
785,6, RAPSTAR by Polo G ,"27,256,636",2021-04-23,2021-04-30,RAPSTAR,2021-04-09,Polo G,None,165925,True,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
786,7, Levitating (feat. DaBaby) by Dua Lipa ,"26,985,050",2021-04-23,2021-04-30,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
787,8," Leave The Door Open by Bruno Mars, Anderson .Paak, Silk Sonic ","26,025,274",2021-04-23,2021-04-30,Leave The Door Open,2021-03-05,Bruno Mars,"Anderson .Paak,Silk Sonic",242096,False,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
788,9," Botella Tras Botella by Gera MX, Christian Nodal ","24,565,415",2021-04-23,2021-04-30,Botella Tras Botella,2021-04-23,Gera MX,Christian Nodal,197333,False,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
789,10," Fiel by Los Legendarios, Wisin, Jhay Cortez ","23,530,858",2021-04-23,2021-04-30,Los Legendarios 001,2021-02-04,Los Legendarios,"Wisin,Jhay Cortez",261665,False,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
790,11, deja vu by Olivia Rodrigo ,"22,592,240",2021-04-23,2021-04-30,SOUR,2021-05-21,Olivia Rodrigo,None,215506,True,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
791,12, Heartbreak Anniversary by Giveon ,"21,553,565",2021-04-23,2021-04-30,TAKE TIME,2020-03-27,Giveon,None,198370,False,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
792,13, drivers license by Olivia Rodrigo ,"20,912,293",2021-04-23,2021-04-30,SOUR,2021-05-21,Olivia Rodrigo,None,242013,True,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
793,14, telepatía by Kali Uchis ,"19,457,896",2021-04-23,2021-04-30,Sin Miedo (del Amor y Otros Demonios) ∞,2020-12-04,Kali Uchis,None,160191,False,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
794,15, Blinding Lights by The Weeknd ,"19,310,476",2021-04-23,2021-04-30,After Hours,2020-03-20,The Weeknd,None,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
795,16," Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit by Riton, Nightcrawlers ","19,050,193",2021-04-23,2021-04-30,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],2021-01-15,Riton,"Nightcrawlers,Mufasa & Hypeman,Dopamine",169153,False,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
796,17, Save Your Tears by The Weeknd ,"18,178,119",2021-04-23,2021-04-30,After Hours,2020-03-20,The Weeknd,None,215626,True,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
797,18," DÁKITI by Bad Bunny, Jhay Cortez ","17,939,336",2021-04-23,2021-04-30,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,Jhay Cortez,205090,True,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
798,19, Runaway by AURORA ,"17,843,306",2021-04-23,2021-04-30,All My Demons Greeting Me As A Friend (Deluxe),2016-03-11,AURORA,None,248826,False,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
799,20, The Business by Tiësto ,"17,496,579",2021-04-23,2021-04-30,The Business,2020-09-16,Tiësto,None,164000,False,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
800,21, Hold On by Justin Bieber ,"16,504,525",2021-04-23,2021-04-30,Justice,2021-03-19,Justin Bieber,None,170813,False,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
801,22," Pareja Del Año by Sebastian Yatra, Myke Towers ","15,860,097",2021-04-23,2021-04-30,Pareja Del Año,2021-04-16,Sebastian Yatra,Myke Towers,195053,False,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
802,23," AM by Nio Garcia, Flow La Movie ","15,768,187",2021-04-23,2021-04-30,AM,2021-01-28,Nio Garcia,Flow La Movie,182496,True,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
803,24, Up by Cardi B ,"15,687,733",2021-04-23,2021-04-30,Up (Instrumental),2021-02-04,Cardi B,None,156944,True,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
804,25, WITHOUT YOU by The Kid LAROI ,"14,027,037",2021-04-23,2021-04-30,F*CK LOVE (SAVAGE),2020-11-06,The Kid LAROI,None,161384,True,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
805,26, Mood (feat. iann dior) by 24kGoldn ,"13,781,460",2021-04-23,2021-04-30,El Dorado,2021-03-26,24kGoldn,iann dior,140533,True,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
806,27, Arcade by Duncan Laurence ,"13,594,740",2021-04-23,2021-04-30,Small Town Boy (Track By Track),2020-11-12,Duncan Laurence,None,185146,False,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
807,28," Bandido by Myke Towers, Juhn ","13,173,711",2021-04-23,2021-04-30,Bandido,2020-12-10,Myke Towers,Juhn,232853,False,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
808,29, Heat Waves by Glass Animals ,"12,990,543",2021-04-23,2021-04-30,Dreamland (+ Bonus Levels),2020-08-06,Glass Animals,None,238805,False,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
809,30, Streets by Doja Cat ,"12,978,027",2021-04-23,2021-04-30,Hot Pink,2019-11-07,Doja Cat,None,226986,True,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
810,1, MONTERO (Call Me By Your Name) by Lil Nas X ,"51,707,308",2021-04-16,2021-04-23,MONTERO (Call Me By Your Name),2021-03-31,Lil Nas X,None,137875,True,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
811,2, Peaches (feat. Daniel Caesar & Giveon) by Justin Bieber ,"47,865,162",2021-04-16,2021-04-23,Justice,2021-03-19,Justin Bieber,"Daniel Caesar,Giveon",198081,True,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
812,3, RAPSTAR by Polo G ,"30,291,821",2021-04-16,2021-04-23,RAPSTAR,2021-04-09,Polo G,None,165925,True,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
813,4, Astronaut In The Ocean by Masked Wolf ,"29,236,144",2021-04-16,2021-04-23,Astronomical,2021-09-10,Masked Wolf,None,132780,True,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
814,5, Kiss Me More (feat. SZA) by Doja Cat ,"25,874,754",2021-04-16,2021-04-23,Kiss Me More (feat. SZA),2021-04-09,Doja Cat,SZA,208866,True,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
815,6, Levitating (feat. DaBaby) by Dua Lipa ,"25,222,891",2021-04-16,2021-04-23,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
816,7," Leave The Door Open by Bruno Mars, Anderson .Paak, Silk Sonic ","25,222,790",2021-04-16,2021-04-23,Leave The Door Open,2021-03-05,Bruno Mars,"Anderson .Paak,Silk Sonic",242096,False,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
817,8, deja vu by Olivia Rodrigo ,"24,171,537",2021-04-16,2021-04-23,SOUR,2021-05-21,Olivia Rodrigo,None,215506,True,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
818,9," Fiel by Los Legendarios, Wisin, Jhay Cortez ","23,491,365",2021-04-16,2021-04-23,Los Legendarios 001,2021-02-04,Los Legendarios,"Wisin,Jhay Cortez",261665,False,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
819,10, Save Your Tears by The Weeknd ,"23,339,590",2021-04-16,2021-04-23,After Hours,2020-03-20,The Weeknd,None,215626,True,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
820,11, Heartbreak Anniversary by Giveon ,"22,376,153",2021-04-16,2021-04-23,TAKE TIME,2020-03-27,Giveon,None,198370,False,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
